Listing Number,Street Number,Street Number Modifier,Street Direction,Street Name,Street Suffix,Street Post Direction,Unit,City,State,Zip Code,County,Community,Area,Listing Price,Original Price,Selling Price,Status,DOM,CDOM,Bedrooms,Baths Full Total,Baths Half Total,Bathrooms,Type Of Property,Square Footage,Lot Square Footage ,Year Built,Age Restriction,Basement,Fireplaces Total,Fireplace Type,Interior Features,Floor Covering,Architecture,Parking Covered Total,Parking Type,Building Complex Or Project Name,Lot Details,Style Code,Roof,Association,Association Dues,Home Owner Dues Included,Number Of Units In Complex,Unit Features,Agent Only Comments,Marketing Comments,Heating Cooling Type,Listing Date,Water,Energy Source,Power Company,Sewer Company,Community Features,Expiration Date,Listing Agent Full Name,Listing Office Name,Listing Office Phone,Selling Date,Selling Agent Full Name,Selling Office Name,Selling Office Phone,Sale Type 
2504642,18545,,,Fremont,Ave,N,,Shoreline,WA,98133,King,Hillwood,715 - Richmond Beach/Shoreline,789950,789950,838000,Sold,5,5,3,1,0,1.75,,1200,9400,1947,,None,1,,"Dbl Pane/Storm Windw, Dining Room","Bamboo/Cork, Ceramic Tile, Wall to Wall Carpet",,2,"Driveway Parking, Garage-Detached",Richmond Tracts Div 03,Paved Street,10 - 1 Story,Composition,,0,,,,Vacant Staged Go Show... Seller Pre-Inspection & Sewer Scope Available ust Text/Call LAG 206-498-2189. Use Showing Time. WFG T&E (425) 967-2189 | kdithomas@wfgtitle.com.,"Discover the perfect blend of comfort, convenience, and community in this beautifully designed 3-bedroom, 1.75-bathroom single-level home in Hillwood, renowned for its friendly vibe. Surrounded by top-rated schools and lush parks, including the acclaimed Kings Private School. The home offers a place for discerning professionals seeking serenity and access to commuting: light rail, and freeway. Updated plumbing and electrical. Fairly recent hot water heater and custom kicth cabinets with undermount lighting. The living room with wood burning fireplace and primary suite are 2 short steps up from the main floor living. Recently painted, interior & exterior. Large detached garage with small Workshop/Art Studio. Lots of natural light, modern kitchen, true primary suite with in-floor radiant heat. Large 9,400 SqFt lot offers future development with new NR2 zoning designation (ADU and DADU)! Location is everything, and this gem shines. Embrace upscale living in this stellar neighborhood!",,4/17/2026 12:00:00 AM,Public,"Electric, Natural Gas, Wood",Seattle City Light,Shoreline Wastewater District,,,Jack Malek,Windermere RE Greenwood,(206) 527-5250,5/12/2026 12:00:00 AM,Andrew G Hafzalla,Real Broker LLC,(855) 450-0442,MLS
2503363,6551,,,24th,Ave,NE,,Seattle,WA,98115,King,Ravenna,710 - North Seattle,1750000,1750000,1867000,Sold,6,6,7,3,0,3.75,,3990,7140,1910,,Partially Finished,1,,"2nd Kitchen, Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, French Doors, Skylights, Vaulted Ceilings, Walk-in Closet","Ceramic Tile, Fir/Softwood, Hardwood, Other Renewable, Vinyl Plank",Traditional,1,Garage-Detached,,"Curbs, Paved Street, Sidewalk",18 - 2 Stories w/Bsmnt,Composition,,0,,,,"You & your buyer will absolutely love this home, yard and location! CW Title & Escrow for closing agent (Shana Ginter) and please use CW Title for title company. Seller procured pre-inspection report available only to buyers that have seen the home and are seriously interested.  Windermere Form 42 is required with ALL OFFERS (see supplements). Any/all offers due by 10:00 AM Tuesday April 21st.","Ravenna studs out remodel. Experience the perfect blend of timeless craftsman soul and modern luxury in this meticulous studs-out restoration. This 7-bed, 4-bath residence spans close to 4,000 square feet of architectural excellence. Large remodeled gourmet kitchen boasting a massive quartz island, quartz countertops, custom wood cabinetry and designer Marmoleum flooring. This kitchen was built for cooking and entertaining! Huge formal dining room perfect for hosting gatherings. Large gracious rooms for your entertaining or everyday adventures of life! An uncommon and highly sought after layout offering four bedrooms on the second floor. This home is as versatile as it is beautiful, featuring a lower level that presents endless possibilities. Whether you envision it as an ADU or an extension of your living space, this area is ready to adapt to your lifestyle needs. Currently generating income as a 2 bedroom unit.  Giant level lot for Ravenna with entertainment deck. Detached garage.  Just blocks to Light Rail, Whole Foods, and local cafes at your doorstep. #1 sought after school cluster!  Only minutes to the UW, Children's, Amazon, downtown and 520. Sought after Ravenna location and amazing home! A harmonious blend of classic charm & modern updates, making it a rare find for the discerning buyer.",,4/15/2026 12:00:00 AM,Public,"Electric, Natural Gas",Seattle City Light,Seattle Public Utilities,,,Steve Laevastu,Windermere RE Greenwood,(206) 527-5250 x209,5/12/2026 12:00:00 AM,Fionnuala M. O'Sullivan,COMPASS,(206) 448-8888,MLS
2513975,6530,,,102nd,Place,NE,,Kirkland,WA,98033,King,Houghton,560 - Kirkland/Bridle Trails,5000000,5000000,5000000,Sold,1,1,4,3,1,4.25,,4694,6070,2022,,Fully Finished,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Skylights, SMART Wired, Sprinkler System, Vaulted Ceilings, Walk-in Closet, Walk-in Pantry, Wet Bar, Wine Cellar","Ceramic Tile, Hardwood, Wall to Wall Carpet",Contemporary,3,Garage-Attached,Lakeview Terrace,"Paved Street, Sidewalk",18 - 2 Stories w/Bsmnt,Flat,,0,,,,No showings until after brokers open tomorrow 4/28. Please use Merry Smith at First American for Title/Escrow. Pre-inspection available upon request after showing to maxr@windermere.com.,"Exceptional view home in sought after Lakeview Terrace--towering above the street to maximize lake and mountain views. Thoughtful detail and quality of construction with extensive steel framing to create a flawless west-facing great room open to chef’s kitchen equipped with a 60” Sub-Zero fridge, 48” Wolf range, dual dishwashers, and an oversized pantry. 3 ensuites including a well-appointed primary suite with 5 pc bath. Lower level features an exercise room/wine cellar as well as 4th bedroom and media room wired for surround sound. Oversized 3 car garage provides ample parking + storage for all your toys. Never miss a sunset from the expansive top-floor deck. Short walk to waterfront, Met Market, Lakeview elementary and CKC.",,4/27/2026 12:00:00 AM,Public,"Electric, Natural Gas",,,,,Max Rombakh,Windermere Real Estate/East,(425) 822-5100,5/13/2026 12:00:00 AM,Max Rombakh,Windermere Real Estate/East,(425) 822-5100,MLS
2468711,405,,E,K,St,,,Shelton,WA,98584,Mason,Shelton,175 - Shelton,379950,389950,385650,Sold,64,64,3,2,0,2,,1008,6098,1973,,,0,,"Dbl Pane/Storm Windw, Walk-in Closet",Laminate,,1,Garage-Attached,,,10 - 1 Story,Composition,,0,,,,"Home is vacant, key box on front door. Prelim title & escrow is setup with Fidelity National Title, closer Lisa Newland","Welcome to this beautifully updated 3-bedroom, 2-bath home offering over 1,300+ sq ft of modern living space. Step inside and fall in love with the open floor plan enhanced by designer finishes throughout. The stunning kitchen features new stainless-steel appliances, updated cabinetry, quartz countertops, and a large center island—perfect for entertaining friends. The spacious primary suite includes a private bathroom with a custom tiled shower surround and a new vanity topped with quartz countertops. Interior updates include new doors, millwork, fixtures, lighting, and flooring throughout. Outside, enjoy peace of mind with a new roof, fresh exterior paint, new siding, and fencing. The oversized back patio offers the ideal space for outdoor dining, relaxing, or hosting gatherings. Additional features include a 1-car garage and a convenient location near Mountain View Elementary, shopping, and freeway access. This move-in-ready home blends style, comfort, and convenience—don’t miss your opportunity to make it yours!",,1/15/2026 12:00:00 AM,Public,Electric,PUD #3,City Of Shelton,,,Paul Coleman,Terrafin,(253) 466-3736,5/8/2026 12:00:00 AM,Jessica Poulos,BHGRE - Northwest Home Team,(360) 529-0992,MLS
2496076,1673,,,Palisade,Blvd,,,Dupont,WA,98327,Pierce,Dupont,42 - Dupont,600000,600000,602000,Sold,4,4,3,1,0,1.75,,1674,6378,1995,,None,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Walk-in Closet","Laminate, Wall to Wall Carpet",,2,"Garage-Attached, Driveway Parking",,"Paved Street, Sidewalk",10 - 1 Story,Composition,,46,,,,"Must have a ST appointment. Please include team@ontracktransactionsllc.com in all offers. Chicago Title and Escrow w/ Stacey Whelan to avoid a counter. Seller needs possession through 5/20. Contact helpful LA with any questions you've got. Pre-inspection available after showing the home. Offers, if any, are due Monday at noon.","A stunning rambler on a corner lot in the heart of DuPont’s NW landing, this home will not last long! Walk through the entrance and immediately soak in the natural light with the vaulted ceilings and soaring windows in the living room. Enjoy a stylish electric fireplace as the center-piece of the living space with a built-in storage bench under the window, a perfect reading or coffee spot during quiet hours. As you transition into the kitchen, you are immediately met with an updated kitchen with quartz countertops, stainless steel appliances, and a large island with an overhang. Find the additional living space adjacent to the kitchen with a gas fireplace leading to the sliding glass door to the newly installed trex deck in the back yard. Off of the main living room, you’ll find all three bedrooms. The primary has a walk-in closet and an attached bath that’s been upgraded with matte black tile on the floors, a floating double vanity, and a beautifully tiled shower. The primary also has a sliding glass door to the back deck. Separated from the primary are two guest rooms and the updated guest bath. This home has no stone unturned! The roof is 3 years old, there’s new LVP or tile throughout the home, every wall has been painted, a new trex deck, and there’s a minisplit that can easily be converted to central A/C! Just across the street from Chloe Clark Elementary school and less than 5 minutes from JBLM North and Main post, you can’t ask for a better place to live in DuPont!",,4/9/2026 12:00:00 AM,Public,Natural Gas,PSE,Pierce County Sewer,,,Gervon Simon,COMPASS,(253) 987-1778,5/13/2026 12:00:00 AM,Aaron N. Thomas,Real Broker LLC,(855) 450-0442,MLS
2502225,627,,W,Horton,Wy,,115,Bellingham,WA,98226,Whatcom,Cordata,860 - Bellingham,320000,320000,310000,Sold,7,7,2,1,0,1.75,,920,0,1998,,,0,,,"Concrete, Laminate",,1,Carport,Maple Fir Ridge,"Curbs, Paved Street, Sidewalk",30 - Condo (1 Level),Composition,,390,"Common Area Maintenance, Garbage, Lawn Service, Sewer, Water",100,"Balcony/Deck/Patio, End Unit, Ground Floor, Insulated Windows, Primary Bath",Estate sale - exempt from seller disclosure and title will be conveyed via Bargain and Sale Deed. Preliminary Title open at Chicago Title #245478076 - please use Tami Hackney.,"Beautiful 2 bedroom, 1.75 bath condo in the Fir Ridge 1 community in Cordata. This ground floor corner unit features lots of natural light and peaceful open views to the adjoining greenbelt. The large open concept living, dining, and kitchen are a good size and are laid out well for entertaining. The primary bedroom is large with lots of closet space and has an attached 3/4 bathroom. The unit is handicapped accessible with no stairs, wide doors for wheelchair access, and a walk in shower. Laminate plank flooring throughout, in unit washer and dryer, and a brand new dishwasher. The covered parking space is just out the front door and there are lots of visitor parking spaces available. Close to parks, trails, medical offices, Trader Joes, the co-op and so much more!",,4/3/2026 12:00:00 AM,,Electric,Puget Sound Energy,City of Bellingham - HOA,,,Jen Sandoval,John L. Scott Bellingham,(360) 671-9640,5/13/2026 12:00:00 AM,Sue Hilton,"Windermere RE Whatcom, Inc.",(360) 734-7500,MLS
2504175,1956,,S,Springfield,Ct,,,Bellingham,WA,98229,Whatcom,Bellingham,860 - Bellingham,1095000,1095000,1095000,Sold,4,4,4,3,1,3.5,,3313,11326,2003,,"Daylight, Fully Finished",1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Walk-in Closet, Wired for Generator","Ceramic Tile, Wall to Wall Carpet, Engineered Hardwood",,2,"Garage-Attached, Off Street, Driveway Parking",,"Corner Lot, Cul-de-sac, Paved Street, Sidewalk",18 - 2 Stories w/Bsmnt,Composition,,374,Common Area Maintenance,,,Please use WLT/Amy Langstraat. Washer/Dryer do not convey with sale.,"This 4 bedroom 3,313 sqft beauty is light & bright and completely move-in ready. A fantastic floor plan that has it all: quiet secluded living areas, plenty of room to entertain and a basement that overdelivers. The main floor sings with a recently remodeled kitchen that opens to a comfortable living room and new sunny deck. Gorgeous new hardwood floors throughout tie everything together. Upstairs you’ll find three bedrooms, including the primary with en suite bathroom, plus a large bonus room that works perfectly as a fifth bedroom, craft room or entertainment space. Downstairs a spacious daylight basement offers more room to move or entertain as well as a bedroom and dedicated full bathroom, making it the ideal MIL or guest suite. Loaded with lots of recent updates for carefree living: new roof, new boiler, new deck, and that show-stopping kitchen. And the location? Just minutes from world-class mountain biking at Galbraith Mountain, with Lake Padden and the golf course right around the corner. Love where you live in the walkable South Hills neighborhood — this one’s calling your name! See it in person before it's gone!",,4/8/2026 12:00:00 AM,Public,Natural Gas,PSE,COB,CCRs,,Jason Lee,"Windermere RE Whatcom, Inc.",(360) 734-7500,5/13/2026 12:00:00 AM,Annie Pederson,John L. Scott Bellingham,(360) 671-9640,MLS
2471831,4125,,S,220th,Place,,26,Kent,WA,98032,King,Kent,330 - Kent,685000,685000,676823,Sold,32,32,4,2,1,2.5,,1797,0,2000,,,1,,,"Laminate Hardwood, Vinyl, Wall to Wall Carpet",,2,Individual Garage,Reserve At Riverview,Dead End Street,32 - Townhouse,Composition,,175,"Common Area Maintenance, Road Maintenance",55,"End Unit, Ground Floor, Insulated Windows, Primary Bath, Vaulted Ceilings, Walk-in Closet, Yard","Just back on the market, the buyer loans failed. Please remove your shoes. Title & escrow are opened with First American Title & Escrow, Angela Huh. Please use the Showing Time app to schedule. Double listed: 2471843","Discover the perfect blend of location, comfort, and convenience in this beautifully maintained end-unit home. The home features vaulted ceilings, new flooring and carpet, and fresh interior paint throughout, creating a bright and inviting open-concept layout. The modern kitchen flows seamlessly into the living area and features all-new stainless steel appliances and new upper cabinets, making it ideal for entertaining or everyday living. New water heater in the garage. The backyard features mature fruit trees, offering a peaceful and private outdoor retreat—perfect for gardening, relaxing, and enjoying fresh homegrown fruit. Recent upgrades include newly installed crawlspace insulation with vapor barrier and a refreshed attic, improving energy efficiency and moisture control throughout the home. Enjoy an oversized 2-car garage and a large driveway for ample parking. This move-in-ready home is a must-see.",,1/24/2026 12:00:00 AM,,"Electric, Natural Gas",PSe,City of Kent,,,Joyce Sun Kim,Best Choice Network LLC,(206) 886-3986,5/12/2026 12:00:00 AM,Serg Lobodzinskiy,"Skyline Properties, Inc.",(253) 520-3780,MLS
2471843,4125,,S,220th,Place,,26,Kent,WA,98032,King,Kent,330 - Kent,685000,685000,676823,Sold,32,32,4,2,1,2.5,,1797,6689,2000,,None,1,,"Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Vaulted Ceilings, Walk-in Closet","Laminate Hardwood, Vinyl, Wall to Wall Carpet",NW Contemporary,2,Garage-Attached,Reserve At Riverview,,12 - 2 Story,Composition,,175,Common Area Maintenance,,,"Just back on the market, the buyer loans failed. Please remove your shoes. Title & escrow are opened with First American Title & Escrow, Angela Huh. Please use the Showing Time app to schedule. Double listed: 2471831","Discover the perfect blend of location, comfort, and convenience in this beautifully maintained end-unit home. The home features vaulted ceilings, new flooring and carpet, and fresh interior paint throughout, creating a bright and inviting open-concept layout. The modern kitchen flows seamlessly into the living area and features all-new stainless steel appliances and new upper cabinets, making it ideal for entertaining or everyday living. New water heater in the garage. The backyard features mature fruit trees, offering a peaceful and private outdoor retreat—perfect for gardening, relaxing, and enjoying fresh homegrown fruit. Recent upgrades include newly installed crawlspace insulation with vapor barrier and a refreshed attic, improving energy efficiency and moisture control throughout the home. Enjoy an oversized 2-car garage and a large driveway for ample parking. This move-in-ready home is a must-see.",,1/24/2026 12:00:00 AM,Public,"Electric, Natural Gas",PSE,City of Kent,CCRs,,Joyce Sun Kim,Best Choice Network LLC,(206) 886-3986,5/12/2026 12:00:00 AM,Serg Lobodzinskiy,"Skyline Properties, Inc.",(253) 520-3780,MLS
2506584,1350,,E,Saint Andrews,,N,,Shelton,WA,98584,Mason,Lake Limerick,172 - Mason Lake Region,425000,425000,425000,Sold,2,2,3,2,0,2,,1920,17860,2005,,None,0,,"Bath Off Primary, Vaulted Ceilings, Walk-in Closet",Laminate,,2,Garage-Attached,Lake Limerick 3,"Corner Lot, Paved Street",10 - 1 Story,Composition,,128,Common Area Maintenance,,,Use Showing Time,"Charming one-story home in the desirable Lake Limerick community featuring 3 bedrooms, 2 full baths, and a dedicated office/extra room. Interior offers new carpet and fresh paint creating a clean, move-in ready space. Functional floor plan with comfortable living areas. Private backyard is surrounded by trees and provides a peaceful setting. Property includes fenced garden beds and a patio, perfect for outdoor enjoyment and entertaining. Lake Limerick amenities include parks, golf course, swimming areas, boat launch, sports courts, and a clubhouse with café. Enjoy community living with a variety of recreational opportunities",,4/13/2026 12:00:00 AM,Community,Electric,PUD 3,,"Athletic Court, Boat Launch, CCRs, Clubhouse, Golf Course, Park, Playground",,Jill Himlie,Windermere RE/Himlie,(360) 426-2646,5/12/2026 12:00:00 AM,Kristine Anderson,eXp Realty,(888) 317-5197,MLS
2480773,11627,,SE,319th,Ct,,,Auburn,WA,98092,King,Green River College,310 - Auburn,734000,760000,733000,Sold,53,53,4,2,1,2.5,,2738,5765,2003,,None,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Vaulted Ceilings, Walk-in Closet","Ceramic Tile, Hardwood, Laminate, Wall to Wall Carpet",NW Contemporary,3,"Driveway Parking, Garage-Attached",,"Cul-de-sac, Curbs, Dead End Street, Paved Street, Sidewalk",12 - 2 Story,Composition,,490,Common Area Maintenance,,,"First American Title and Escrow please-team Christie Duerr. Please use Showing Time for all appointments. Some pictures will show virtually staged. Please use booties or no shoes if you can. Thank you. Pre-listing inspection report in supplements completed by Main Inspections. See Supplements for HOA Documents and Seller's home repair invoices.","One Owner-This beautiful 2003 traditional designed Norris home is in the Crystal Court neighborhood and flooded with natural light. Pride of ownership shows and is well-maintained. Important maintenance updates include new roof ( 2019), New Refrigerator (2/2026), Milgard replaced fogged window units (2025), H2O tank (2019), Furnace serviced 10/2025),exterior painting, partial interior paint refresh, replaced dishwasher, microwave and garbage disposal. Inviting grand entry, cathedral ceiling, hardwood floors, elegant white millwork and wainscoting, formal dining room, spacious family room with corner gas-log fireplace open to the kitchen with island seating and breakfast nook plus stainless appliances. Glass doors isolate the main floor den. Carpeted upper level, spindle staircase, 4 spacious bedrooms + bonus room and 2nd full bath. Primary suite has walk-in closet, soaking tub and separate shower, and double vanity. Room for everything in the 542 sf garage, holds 3 cars (one bay is tandem),gas furnace and hot water tank. Enjoy barbeques on your private patio and fenced back yard.  Located near the end of the cul-de-sac, this home is ready to move in.",,2/20/2026 12:00:00 AM,Public,Natural Gas,PSE,City of Auburn,,,Roger Schluter,Windermere Real Estate/PSR Inc,(425) 235-7777,5/12/2026 12:00:00 AM,Saab Badyal,"John L. Scott, Inc",(253) 852-9200,MLS
2501531,1901,,W,Clearview,Dr,,,Ellensburg,WA,98926,Kittitas,Reecer Creek,949 - Lower Kittitas County,464995,465995,470000,Sold,13,13,3,2,1,2.5,,2159,10890,2008,,None,1,,"Bath Off Primary, Dining Room, Jetted Tub, Vaulted Ceilings, Walk-in Closet","Ceramic Tile, Hardwood, Vinyl, Wall to Wall Carpet",,3,"Garage-Attached, Off Street, Driveway Parking",Currier Creek Estates,"Corner Lot, Curbs, Paved Street, Sidewalk",10 - 1 Story,Composition,,0,,,,"Vacant, please use ShowingTime. NexTitle for T&E. Garden sheds in backyard to convey. Please contact listing broker for all questions. Thank you for showing!","Welcome 1901 E Clearview Drive! This single story is situated on a large, fully fenced corner lot, providing plenty of room for outdoor living with the covered patio, gardening in the established beds, pets, or entertaining with two garden sheds already in place for more storage if needed. Equipped with underground sprinklers and Eastside Irrigation. Inside, a functional and open kitchen/living room layout with gas fireplace, formal dining room & sitting room, comfortable bedrooms plus office/den, including a primary bath en suite with double sink vanity. The attached 3-car garage offers ample space for vehicles, storage, or a workshop with tons of storage already in place. Home has been well maintained. Located just minutes from I-90 (~1.5 hours to Seattle Metro) and close to downtown Ellensburgs amentities and CWU, this home is ideal for commuters and locals alike while still enjoying a neighborhood setting. Welcome home.",,4/2/2026 12:00:00 AM,Public,"Electric, Natural Gas",City of Ellensburg,City of Ellensburg,,,Jacob Mauer,CENTURY 21 Center Point,(509) 933-4000,5/13/2026 12:00:00 AM,Dillon Larsen,"Larsen Properties Realty, LLC",(509) 929-7214,MLS
2505270,20806,,,67th,Dr,NE,,Arlington,WA,98223,Snohomish,Arlington,770 - Northwest Snohomish,625000,625000,625000,Sold,1,1,4,1,1,2.25,,1526,12632,1993,,Unfinished,1,,,"Laminate, Wall to Wall Carpet",,2,"Driveway Parking, Garage-Attached",Pioneer Meadows,,13 - Tri-Level,Composition,,0,,,,Prelim title opened with Chicago Title. See supplements for list of upgrades from seller. Call friendly LA Don with any questions!,"Set at the end of a cul-de-sac and backing up to a greenbelt, this extensively updated home offers a rare combination of space, functionality, and thoughtful improvements. Major upgrades include a newer roof (2020), new composite rear deck, and a newly constructed front porch. Additional upgrades include a newer RHEEM 50 gal. water heater and improved septic configuration for better reliability and accessibility. Inside, the home has been fully refreshed with new LVP flooring and carpet, updated lighting throughout, and brand-new electric heaters with programmable thermostats. The kitchen and baths feature solid surface countertops, updated fixtures, new sinks, and glass shower doors, along with updated appliances and a new sliding glass door with retractable screen for easy indoor-outdoor flow. The 1/3-acre lot provides flexibility and room to spread out, complete with a detached 1-car garage with loft and 120v/240v power. Ample off-street parking includes space for RV or boat storage behind a gated fence. Conveniently located near downtown Arlington with access to I-5, Hwy 9, and Hwy 530, offering connectivity to major employers, shopping, and dining. This home has been meticulously maintained and well-cared-for, and is a truly move-in ready opportunity.",,4/9/2026 12:00:00 AM,Community,Electric,,,,,Don A. Hammons,Keller Williams Western Realty,(360) 738-7070,5/12/2026 12:00:00 AM,Kyle Wells,Windermere Real Estate JS,(360) 653-2509,MLS
2475485,17725,,,115th,Place,SE,,Renton,WA,98055,King,Benson Hill,340 - Renton/Benson Hill,899950,899950,870000,Sold,20,20,4,2,1,2.5,,2518,5127,2018,,,1,,"Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Loft","Laminate, Laminate Hardwood, Wall to Wall Carpet",NW Contemporary,2,Garage-Attached,KINKADE CROSSING,,12 - 2 Story,Composition,,1140,Common Area Maintenance,,,"Vacant, staged, register with ShowingTime and go show! Lockbox on water bib on side of garage.  Escrow opened with CW Title - Holly Haines & team. Preliminary title report is provided in the supplements.  King County sewer capacity charge is paid off (a $5k+ value :).  Seller pre-inspection report is available, contact LA for a copy.","Better than new! A beautiful 2-story, east facing home in Benson Hill community near to all schools, amenities with easy access. This spacious home has a great layout that is both aesthetic and practically useful. Main floor boasts of a gourmet kitchen with eating spaces, stainless steel appliances, dining room, great room, a double-sided indoor-outdoor fireplace; a roomy entry way and powder room; Upstairs features a spacious primary suite, with a 5-piece luxury bathroom that offers efficiency and personal comfort; There are 3 additional bedrooms, all spacious, and an additional full bathroom. An extra bonus room/loft suitable for indoor activities and leisure. An oversized two car garage with extra space for shop work, additional driveway parking. Fully fenced backyard, with patio area and paved ground for BBQ and outdoor activities. Recently Installed central AC.",,3/18/2026 12:00:00 AM,Public,Natural Gas,PSE,Soos Creek Water,CCRs,,Harry Gu,"Skyline Properties, Inc.",(425) 455-2065,5/12/2026 12:00:00 AM,Jessie Cheema,"John L. Scott, Inc.",(253) 859-8500,MLS
2499492,13523,,,82nd,Dr,SE,,Snohomish,WA,98296,Snohomish,Snohomish,740 - Everett/Mukilteo,1250000,1250000,1250000,Sold,13,13,4,3,0,3,,3160,9583,2006,,None,2,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Skylights, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet","Ceramic Tile, Hardwood, Vinyl, Wall to Wall Carpet",Craftsman,3,Garage-Attached,,"Corner Lot, Curbs, Dead End Street, Paved Street, Sidewalk",12 - 2 Story,Composition,,745,Common Area Maintenance,,,Title open at WFG #26-128889.  Easy to show.  Please use showing time to schedule.  HOA info can be found at www.greenleafhoa.org.  New roof installed last week.,"Located in the peaceful and rural-feeling Greenleaf neighborhood, this well designed 2006 home offers the perfect balance of privacy and convenience, just minutes from shopping, schools, and easy freeway access. Tucked into the quiet southwest corner of the neighborhood, its setting creates a wonderfully private feel. Inside, the 3,160-square-foot floor plan is both spacious and inviting, featuring hardwood floors throughout the main level, a spacious and updated kitchen, a cozy family room, and a versatile bonus area ideal for a pool table or game space. Upstairs, you’ll find four bedrooms, including a large primary suite overlooking the greenbelt for a tranquil retreat, along with an additional bonus room that adds flexibility for work, play, or relaxation. The fenced backyard is equally appealing, complete with a covered seating area and storage shed—perfect for year-round enjoyment.  Brand new roof!",,4/1/2026 12:00:00 AM,Public,Natural Gas,Snohomish County PUD,Silver Lake Water District,"CCRs, Playground",,Dan Gunderson,Windermere Real Estate M2 LLC,(425) 338-0600 x201,5/13/2026 12:00:00 AM,Aimee Mills,"Windermere RE North, Inc.",(425) 776-1119,MLS
2504267,27803,,NE,156th,Place,,,Duvall,WA,98019,King,Duvall,600 - Juanita/Woodinville,1185000,1185000,1173000,Sold,7,7,4,2,1,2.5,,2360,14797,1997,,None,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, French Doors, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet","Hardwood, Wall to Wall Carpet, Vinyl Plank",Craftsman,3,Garage-Attached,,"Corner Lot, Paved Street",12 - 2 Story,Composition,,400,Common Area Maintenance,,,"Owner occupied, please schedule through ShowingTime. WFG Title and Escrow, Closer Teresa Jamieson. The home has been pre inspected and the report can be shared after you have shown the property. Please contact both listing brokers with any questions or feedback. Cameras outside staying w/ home. Taxes are currently senior exempt, taxes shown are approximate for next homeowner.   Thank you for showing.","Nestled on a generous .30-acre corner lot, this charming Buchan home offers the perfect blend of comfort and curb appeal. Featuring 4 bedrooms and 2.5 baths, the home shines with fresh interior paint and major system upgrades including a newer furnace, A/C, hot water tank, and a 50-year presidential roof. Step outside to your own private retreat with a lush park like back yard; you'll love the covered patio ideal for year-round enjoyment. Enjoy the thoughtfully designed outdoor space that invites everything from warm, sunny days of gardening to enjoying a array of blooms and color throughout the seasons. Mature native plantings including cedars, rhododendrons, and azaleas blend beautifully with the Japanese maple and hydrangea, creating a serene Pacific Northwest setting. A gentle fountain adds to the tranquility. If you enjoy bird watching, 16 species have been identified so far!",,4/9/2026 12:00:00 AM,Public,"Electric, Natural Gas",PSE,City of Duvall,"CCRs, Park",,Nicole Ji,COMPASS,(206) 353-2146,5/12/2026 12:00:00 AM,Lincy Mathew,Keller Williams Eastside,(425) 285-3200,MLS
2492338,8515,,,37th,St Ct,E,62,Puyallup,WA,98371,Pierce,Edgewood,71 - Milton,139950,139950,139950,Sold,7,7,3,2,0,2,,1512,0,1999,True,,1,,,"Laminate, Vinyl, Wall to Wall Carpet",,,Carport,,"Cul-de-sac, Dead End Street, Paved Street",21 - Manuf-Double Wide,Composition,,,,,,"Ticor Title-Team Sara Tingley. Please use showingtime to schedule.  Remove shoes or wear show covers, carpets just cleaned. Seller needs 24 hours to review offers.  Key for 1st shed hanging in laundry room, 2nd shed is unlocked.  Call park managers to get application 253-468-2813.  $55 application fee per applicant and applicants must earn approximately 3–4 times the $1,050 monthly rent. Dues cover water, sewer, and garbage.","Welcome to your peaceful retreat! This immaculately maintained 3-bedroom, 2-bath home sits on a serene creek in quiet 55+ community Cherrywood Manor. Enjoy 1,512 sq ft of comfortable living with vaulted ceilings, large primary with ensuite bath and plenty of closet space, spcious kitchen with lots of cupboard/counter space and walk in pantry,  light and bright living room, open and inviting family room, laundry/mud room, large 2-car carport and two handy storage sheds. This home also offers a heat pump for cooling on those warm summer days, generator switch and water filtration system.  Enjoy the huge covered deck all year long and watch birds, fish, and wildlife right from your own backyard—nature and comfort in perfect harmony.",,3/13/2026 12:00:00 AM,Community,Electric,PSE,Community,,,Tamara Ross,RE/MAX Exclusive,(253) 857-3366,5/12/2026 12:00:00 AM,Jay Moore,RE/MAX Exclusive,(253) 857-3366,MLS
